protein_id,viral_family
sp|F5H9W9|TEG7_HHV8P,Herpesviridae
sp|F5HAW0|RIR2_HHV8P,Herpesviridae
sp|F5HB62|KITH_HHV8P,Herpesviridae
sp|F5HDA4|K7_HHV8P,Herpesviridae
sp|F5HDB7|GL_HHV8P,Herpesviridae
sp|F5HG20|UL49_HHV8P,Herpesviridae
sp|F5HHY1|CEP3_HHV8P,Herpesviridae
sp|F5HIN0|PRIM_HHV8P,Herpesviridae
sp|Q2HR67|RIR1_HHV8P,Herpesviridae
sp|Q2HR73|VIRF4_HHV8P,Herpesviridae
sp|Q2HR89|HELI_HHV8P,Herpesviridae
sp|Q2HR98|UL95_HHV8P,Herpesviridae
sp|Q2HRA1|UL92_HHV8P,Herpesviridae
sp|Q2HRB4|UL79_HHV8P,Herpesviridae
sp|Q2HRC7|VIL6_HHV8P,Herpesviridae
sp|Q2HRD0|DPOL_HHV8P,Herpesviridae
sp|Q2HRD3|DNBI_HHV8P,Herpesviridae
sp|Q2HRD4|ORF4_HHV8P,Herpesviridae
sp|Q2HRD5|K1_HHV8P,Herpesviridae
sp|Q9QR69|K15_HHV8P,Herpesviridae
sp|F5H8Y5|TRX1_HHV8P,Herpesviridae
sp|F5H9W4|TRM2_HHV8P,Herpesviridae
sp|F5HA27|NEC2_HHV8P,Herpesviridae
sp|F5HAD1|ORF58_HHV8P,Herpesviridae
sp|F5HAI6|CEP1_HHV8P,Herpesviridae
sp|F5HB39|CVC1_HHV8P,Herpesviridae
sp|F5HB98|K81_HHV8P,Herpesviridae
sp|F5HCJ2|VCCL3_HHV8P,Herpesviridae
sp|F5HEF2|CEP2_HHV8P,Herpesviridae
sp|F5HET8|K6_HHV8P,Herpesviridae
sp|F5HEU7|ITP_HHV8P,Herpesviridae
sp|F5HEZ4|VFLIP_HHV8P,Herpesviridae
sp|F5HFA1|UNG_HHV8P,Herpesviridae
sp|F5HFD2|ORF24_HHV8P,Herpesviridae
sp|F5HGB6|TRM3_HHV8P,Herpesviridae
sp|F5HGK9|PORTL_HHV8P,Herpesviridae
sp|F5HGN8|TRX2_HHV8P,Herpesviridae
sp|F5HI25|ORF28_HHV8P,Herpesviridae
sp|F5HIC6|VIRF3_HHV8P,Herpesviridae
sp|F5HID2|PAP_HHV8P,Herpesviridae
sp|F5HIM6|ORF23_HHV8P,Herpesviridae
sp|P90463|TYSY_HHV8P,Herpesviridae
sp|Q2HR63|SCP_HHV8P,Herpesviridae
sp|Q2HR78|DUT_HHV8P,Herpesviridae
sp|Q2HR83|ORF49_HHV8P,Herpesviridae
sp|Q2HR92|HEPA_HHV8P,Herpesviridae
sp|Q2HRA7|MCP_HHV8P,Herpesviridae
sp|Q2HRB2|UL24_HHV8P,Herpesviridae
sp|Q2HRB3|CVC2_HHV8P,Herpesviridae
sp|Q2HRC6|DYR_HHV8P,Herpesviridae
sp|Q2HRD2|TRM1_HHV8P,Herpesviridae
sp|Q77Q36|VCYCL_HHV8P,Herpesviridae
sp|Q9QR70|ORF75_HHV8P,Herpesviridae
sp|F5HCD4|ORF35_HHV8P,Herpesviridae
sp|F5HDY6|ORF27_HHV8P,Herpesviridae
sp|F5HES7|ORF30_HHV8P,Herpesviridae
sp|F5HF36|K42_HHV8P,Herpesviridae
sp|Q2HR85|ORF48_HHV8P,Herpesviridae
sp|Q2HRC8|ORF11_HHV8P,Herpesviridae
sp|Q2HRC9|ORF10_HHV8P,Herpesviridae
sp|Q77Q38|K12_HHV8P,Herpesviridae
sp|P0DOE0|GQ2_HHV6U,Herpesviridae
sp|P24433|SCAF_HHV6U,Herpesviridae
sp|P28864|GB_HHV6U,Herpesviridae
sp|Q69559|U24_HHV6U,Herpesviridae
sp|Q69572|GQ1_HHV6U,Herpesviridae
sp|Q77Z83|IE2_HHV6U,Herpesviridae
sp|P24448|CEP3_HHV6U,Herpesviridae
sp|P28865|NEC1_HHV6U,Herpesviridae
sp|P52340|LTP_HHV6U,Herpesviridae
sp|P52354|ICP27_HHV6U,Herpesviridae
sp|P52380|UL33_HHV6U,Herpesviridae
sp|P52463|UL32_HHV6U,Herpesviridae
sp|P52508|GL_HHV6U,Herpesviridae
sp|P68324|GH_HHV6U,Herpesviridae
sp|Q04630|GM_HHV6U,Herpesviridae
sp|Q06093|GO_HHV6U,Herpesviridae
sp|Q06094|GN_HHV6U,Herpesviridae
sp|Q69555|U20_HHV6U,Herpesviridae
sp|Q69556|U21_HHV6U,Herpesviridae
sp|Q89743|DR7_HHV6U,Herpesviridae
sp|P17887|MCP_HHV6U,Herpesviridae
sp|P24436|TRX2_HHV6U,Herpesviridae
sp|P24441|CVC1_HHV6U,Herpesviridae
sp|P24442|CEP2_HHV6U,Herpesviridae
sp|P24443|TRM3_HHV6U,Herpesviridae
sp|P24446|GCVK_HHV6U,Herpesviridae
sp|P24447|AN_HHV6U,Herpesviridae
sp|P28857|DPOL_HHV6U,Herpesviridae
sp|P52338|DNBI_HHV6U,Herpesviridae
sp|P52343|RIR1_HHV6U,Herpesviridae
sp|P52345|UNG_HHV6U,Herpesviridae
sp|P52348|TRX1_HHV6U,Herpesviridae
sp|P52356|HELI_HHV6U,Herpesviridae
sp|P52375|HEPA_HHV6U,Herpesviridae
sp|P52378|OBP_HHV6U,Herpesviridae
sp|P52382|VU51_HHV6U,Herpesviridae
sp|P52384|TRM1_HHV6U,Herpesviridae
sp|P52387|CVC2_HHV6U,Herpesviridae
sp|P52437|ITP_HHV6U,Herpesviridae
sp|P52439|VPAP_HHV6U,Herpesviridae
sp|P52453|PORTL_HHV6U,Herpesviridae
sp|P52456|CEP1_HHV6U,Herpesviridae
sp|P52460|CCU83_HHV6U,Herpesviridae
sp|P52465|NEC2_HHV6U,Herpesviridae
sp|P52467|PRIM_HHV6U,Herpesviridae
sp|P52473|TEG7_HHV6U,Herpesviridae
sp|P52529|U79_HHV6U,Herpesviridae
sp|P52532|VU84_HHV6U,Herpesviridae
sp|Q00683|VU94_HHV6U,Herpesviridae
sp|Q00701|P100_HHV6U,Herpesviridae
sp|Q01348|U10_HHV6U,Herpesviridae
sp|Q06092|UL24_HHV6U,Herpesviridae
sp|Q06095|DUT_HHV6U,Herpesviridae
sp|Q69549|PP85_HHV6U,Herpesviridae
sp|Q69551|U16_HHV6U,Herpesviridae
sp|Q69552|U17_HHV6U,Herpesviridae
sp|Q69553|U18_HHV6U,Herpesviridae
sp|Q69554|UL38_HHV6U,Herpesviridae
sp|Q69557|U22_HHV6U,Herpesviridae
sp|Q69558|U23_HHV6U,Herpesviridae
sp|Q69560|SCP_HHV6U,Herpesviridae
sp|Q69561|TRM2_HHV6U,Herpesviridae
sp|Q69567|IE1_HHV6U,Herpesviridae
sp|Q89565|DR8_HHV6U,Herpesviridae
sp|Q89584|DR6_HHV6U,Herpesviridae
sp|Q89738|OX2V_HHV6U,Herpesviridae
sp|Q89882|U95_HHV6U,Herpesviridae
sp|P24434|VU54_HHV6U,Herpesviridae
sp|P24435|VU55_HHV6U,Herpesviridae
sp|P24437|UL87_HHV6U,Herpesviridae
sp|P24438|UL88_HHV6U,Herpesviridae
sp|P24439|UL91_HHV6U,Herpesviridae
sp|P24440|UL92_HHV6U,Herpesviridae
sp|P24444|UL95_HHV6U,Herpesviridae
sp|P24445|UL96_HHV6U,Herpesviridae
sp|P52441|UL49_HHV6U,Herpesviridae
sp|P52444|VU26_HHV6U,Herpesviridae
sp|P52469|UL79_HHV6U,Herpesviridae
sp|P52527|VU25_HHV6U,Herpesviridae
sp|Q01346|U8_HHV6U,Herpesviridae
sp|Q01347|U9_HHV6U,Herpesviridae
sp|Q01349|VU1_HHV6U,Herpesviridae
sp|Q01350|VU3_HHV6U,Herpesviridae
sp|Q01351|VU4_HHV6U,Herpesviridae
sp|Q01353|U7_HHV6U,Herpesviridae
sp|Q69546|U6_HHV6U,Herpesviridae
sp|Q69548|U13_HHV6U,Herpesviridae
sp|Q69550|U15_HHV6U,Herpesviridae
sp|Q69562|U61_HHV6U,Herpesviridae
sp|Q69569|U91_HHV6U,Herpesviridae
sp|Q69577|RJ1_HHV6U,Herpesviridae
sp|Q89544|DR5_HHV6U,Herpesviridae
sp|Q89660|DR3_HHV6U,Herpesviridae
sp|Q89681|DR4_HHV6U,Herpesviridae
sp|Q89746|DR1_HHV6U,Herpesviridae
sp|Q89893|DR2_HHV6U,Herpesviridae
sp|P03170|ICP47_HHV11,Herpesviridae
sp|P04289|CEP3_HHV11,Herpesviridae
sp|P04290|UL13_HHV11,Herpesviridae
sp|P04293|DPOL_HHV11,Herpesviridae
sp|P04296|DNBI_HHV11,Herpesviridae
sp|P04413|US03_HHV11,Herpesviridae
sp|P04485|ICP22_HHV11,Herpesviridae
sp|P04487|RNB_HHV11,Herpesviridae
sp|P04488|GE_HHV11,Herpesviridae
sp|P06487|GI_HHV11,Herpesviridae
sp|P06492|VP16_HHV11,Herpesviridae
sp|P08392|ICP4_HHV11,Herpesviridae
sp|P08393|ICP0_HHV11,Herpesviridae
sp|P08543|RIR1_HHV11,Herpesviridae
sp|P10185|GL_HHV11,Herpesviridae
sp|P10210|SCAF_HHV11,Herpesviridae
sp|P10211|GB_HHV11,Herpesviridae
sp|P10220|LTP_HHV11,Herpesviridae
sp|P10221|ITP_HHV11,Herpesviridae
sp|P10226|PAP_HHV11,Herpesviridae
sp|P10228|GC_HHV11,Herpesviridae
sp|P10238|ICP27_HHV11,Herpesviridae
sp|P68331|GK_HHV11,Herpesviridae
sp|Q69091|GD_HHV11,Herpesviridae
sp|O09800|GN_HHV11,Herpesviridae
sp|P04288|GM_HHV11,Herpesviridae
sp|P04291|TEG3_HHV11,Herpesviridae
sp|P04294|AN_HHV11,Herpesviridae
sp|P04295|TRM3_HHV11,Herpesviridae
sp|P06477|GH_HHV11,Herpesviridae
sp|P06481|US9_HHV11,Herpesviridae
sp|P10190|PORTL_HHV11,Herpesviridae
sp|P10192|HEPA_HHV11,Herpesviridae
sp|P10193|OBP_HHV11,Herpesviridae
sp|P10200|CEP2_HHV11,Herpesviridae
sp|P10215|NEC1_HHV11,Herpesviridae
sp|P10218|NEC2_HHV11,Herpesviridae
sp|P10225|SHUT_HHV11,Herpesviridae
sp|P10230|TEG1_HHV11,Herpesviridae
sp|P10231|TEG5_HHV11,Herpesviridae
sp|P10233|VP22_HHV11,Herpesviridae
sp|P10235|TEG7_HHV11,Herpesviridae
sp|P10236|PRIM_HHV11,Herpesviridae
sp|P36313|ICP34_HHV11,Herpesviridae
sp|P06480|GJ_HHV11,Herpesviridae
sp|P06484|GG_HHV11,Herpesviridae
sp|P06485|US02_HHV11,Herpesviridae
sp|P06491|MCP_HHV11,Herpesviridae
sp|P0DTH5|KITH_HHV11,Herpesviridae
sp|P10186|UNG_HHV11,Herpesviridae
sp|P10189|HELI_HHV11,Herpesviridae
sp|P10201|CVC1_HHV11,Herpesviridae
sp|P10204|UL20_HHV11,Herpesviridae
sp|P10205|TEG4_HHV11,Herpesviridae
sp|P10208|UL24_HHV11,Herpesviridae
sp|P10209|CVC2_HHV11,Herpesviridae
sp|P10212|TRM1_HHV11,Herpesviridae
sp|P10216|UL32_HHV11,Herpesviridae
sp|P10217|TRM2_HHV11,Herpesviridae
sp|P10219|SCP_HHV11,Herpesviridae
sp|P10224|RIR2_HHV11,Herpesviridae
sp|P10240|UL56_HHV11,Herpesviridae
sp|P32888|TRX1_HHV11,Herpesviridae
sp|O09802|US8A_HHV11,Herpesviridae
sp|P06486|US10_HHV11,Herpesviridae
sp|P10187|NP03_HHV11,Herpesviridae
sp|P10191|CEP1_HHV11,Herpesviridae
sp|P10202|TRX2_HHV11,Herpesviridae
sp|P10227|MB43_HHV11,Herpesviridae
sp|P10229|EV45_HHV11,Herpesviridae
sp|P10234|DUT_HHV11,Herpesviridae
sp|P10239|TEG6_HHV11,Herpesviridae
sp|P10188|NP04_HHV11,Herpesviridae
sp|P03070|LT_SV40,Polyomaviridae
sp|P03087|VP1_SV40,Polyomaviridae
sp|P03093|VP2_SV40,Polyomaviridae
sp|P03081|ST_SV40,Polyomaviridae
sp|P03084|AGNO_SV40,Polyomaviridae
sp|P0C6L2|SELP_SV40,Polyomaviridae
sp|P03107|VL2_HPV16,Papillomaviridae
sp|P03120|VE2_HPV16,Papillomaviridae
sp|P03126|VE6_HPV16,Papillomaviridae
sp|P03129|VE7_HPV16,Papillomaviridae
sp|P06922|VE4_HPV16,Papillomaviridae
sp|P03101|VL1_HPV16,Papillomaviridae
sp|P03114|VE1_HPV16,Papillomaviridae
sp|P06927|VE5_HPV16,Papillomaviridae
sp|P0DKA0|VE8E2_HPV16,Papillomaviridae
sp|A5HBE1|VP2_POVWU,Polyomaviridae
sp|A5HBG1|LT_POVWU,Polyomaviridae
sp|A5HBD5|VP1_POVWU,Polyomaviridae
sp|A5HBD7|ST_POVWU,Polyomaviridae
sp|P17382|VE1_HPV31,Papillomaviridae
sp|P17387|VE7_HPV31,Papillomaviridae
sp|P17383|VE2_HPV31,Papillomaviridae
sp|P17386|VE6_HPV31,Papillomaviridae
sp|P17388|VL1_HPV31,Papillomaviridae
sp|P17389|VL2_HPV31,Papillomaviridae
sp|P0DKB0|VE8E2_HPV31,Papillomaviridae
sp|P17384|VE4_HPV31,Papillomaviridae
sp|P17385|VE5_HPV31,Papillomaviridae
sp|P06463|VE6_HPV18,Papillomaviridae
sp|P06789|VE1_HPV18,Papillomaviridae
sp|P06788|VE7_HPV18,Papillomaviridae
sp|P06790|VE2_HPV18,Papillomaviridae
sp|P06793|VL2_HPV18,Papillomaviridae
sp|P06791|VE4_HPV18,Papillomaviridae
sp|P06794|VL1_HPV18,Papillomaviridae
sp|P0DKA6|VE8E2_HPV18,Papillomaviridae
sp|P06792|VE5_HPV18,Papillomaviridae
sp|P03072|LT_POVJC,Polyomaviridae
sp|P03086|AGNO_POVJC,Polyomaviridae
sp|P03089|VP1_POVJC,Polyomaviridae
sp|P03095|VP2_POVJC,Polyomaviridae
sp|P03083|ST_POVJC,Polyomaviridae
sp|Q98325|CFLA_MCV1,Poxviridae
sp|Q98178|MC007_MCV1,Poxviridae
sp|Q98199|PAP1_MCV1,Poxviridae
sp|Q98218|NPH2_MCV1,Poxviridae
sp|Q98234|GPX_MCV1,Poxviridae
sp|Q98262|ETF1_MCV1,Poxviridae
sp|Q98267|NTP1_MCV1,Poxviridae
sp|Q98314|MC148_MCV1,Poxviridae
sp|Q98326|MC160_MCV1,Poxviridae
sp|P26579|F13_MCV1,Poxviridae
sp|Q98176|MC005_MCV1,Poxviridae
sp|Q98224|PG085_MCV1,Poxviridae
sp|Q98229|RP07_MCV1,Poxviridae
sp|Q98277|ETF2_MCV1,Poxviridae
sp|Q98298|MC132_MCV1,Poxviridae
sp|Q98300|A28_MCV1,Poxviridae
sp|Q98329|MC163_MCV1,Poxviridae
sp|Q98185|MC014_MCV1,Poxviridae
sp|P0DSX5|MCEL_VAR67,Poxviridae
sp|P0DOQ5|DUSP_VAR67,Poxviridae
sp|P0DOR5|PG144_VAR67,Poxviridae
sp|P0DSV7|CRMB_VAR67,Poxviridae
sp|P33800|PG187_VAR67,Poxviridae
sp|P33815|PG057_VAR67,Poxviridae
sp|P0CK27|PG141_VAR67,Poxviridae
sp|P0DOL5|PG072_VAR67,Poxviridae
sp|P0DOM1|PAP1_VAR67,Poxviridae
sp|P0DOM7|KITH_VAR67,Poxviridae
sp|P0DON1|PG161_VAR67,Poxviridae
sp|P0DON9|ETF1_VAR67,Poxviridae
sp|P0DOO3|DNLI_VAR67,Poxviridae
sp|P0DOO5|DPOL_VAR67,Poxviridae
sp|P0DOP9|VGF_VAR67,Poxviridae
sp|P0DOQ3|NTP1_VAR67,Poxviridae
sp|P0DOS7|PG094_VAR67,Poxviridae
sp|P0DOT7|PG095_VAR67,Poxviridae
sp|P0DOU1|PG099_VAR67,Poxviridae
sp|P0DOU5|PG121_VAR67,Poxviridae
sp|P0DSS3|PG067_VAR67,Poxviridae
sp|P0DSS7|RIR2_VAR67,Poxviridae
sp|P0DST1|PG204_VAR67,Poxviridae
sp|P0DST3|RP132_VAR67,Poxviridae
sp|P0DST7|PG117_VAR67,Poxviridae
sp|P0DSU5|NPH2_VAR67,Poxviridae
sp|P0DSV1|RIR1_VAR67,Poxviridae
sp|P0DSV5|KTHY_VAR67,Poxviridae
sp|P0DSY1|CAHH_VAR67,Poxviridae
sp|P0DSZ5|PG145_VAR67,Poxviridae
sp|P0DSZ7|DUT_VAR67,Poxviridae
sp|P32989|TOP1_VAR67,Poxviridae
sp|P33052|MCE_VAR67,Poxviridae
sp|P33059|PG108_VAR67,Poxviridae
sp|P33071|PG122_VAR67,Poxviridae
sp|P33796|RP30_VAR67,Poxviridae
sp|P33801|VPK2_VAR67,Poxviridae
sp|P33807|HEMA_VAR67,Poxviridae
sp|P33813|RP19_VAR67,Poxviridae
sp|P33835|PG135_VAR67,Poxviridae
sp|P33841|PG143_VAR67,Poxviridae
sp|P33851|PG162_VAR67,Poxviridae
sp|P33863|PG065_VAR67,Poxviridae
sp|Q76QY7|PG003_VAR67,Poxviridae
sp|Q76R05|PG021_VAR67,Poxviridae
sp|Q89187|3BHS_VAR67,Poxviridae
sp|P0CK23|PG076_VAR67,Poxviridae
sp|P0DOK9|PG138_VAR67,Poxviridae
sp|P0DOL1|PG136_VAR67,Poxviridae
sp|P0DOL3|PG083_VAR67,Poxviridae
sp|P0DOL7|PG038_VAR67,Poxviridae
sp|P0DOL9|PG082_VAR67,Poxviridae
sp|P0DOM3|PG086_VAR67,Poxviridae
sp|P0DOM5|PG129_VAR67,Poxviridae
sp|P0DOM9|PG096_VAR67,Poxviridae
sp|P0DON5|PG062_VAR67,Poxviridae
sp|P0DON7|PG112_VAR67,Poxviridae
sp|P0DOO1|RP147_VAR67,Poxviridae
sp|P0DOO7|PG142_VAR67,Poxviridae
sp|P0DOP1|PG130_VAR67,Poxviridae
sp|P0DOP3|PG079_VAR67,Poxviridae
sp|P0DOP7|PG087_VAR67,Poxviridae
sp|P0DOQ7|PG137_VAR67,Poxviridae
sp|P0DOQ9|GLRX1_VAR67,Poxviridae
sp|P0DOR2|PG030_VAR67,Poxviridae
sp|P0DOR3|PG078_VAR67,Poxviridae
sp|P0DOS2|PG114_VAR67,Poxviridae
sp|P0DOS5|RUVV_VAR67,Poxviridae
sp|P0DOS9|PG085_VAR67,Poxviridae
sp|P0DOT3|SPI1_VAR67,Poxviridae
sp|P0DOT5|VLTF3_VAR67,Poxviridae
sp|P0DOT9|PG157_VAR67,Poxviridae
sp|P0DOU3|PG091_VAR67,Poxviridae
sp|P0DOU7|ETF2_VAR67,Poxviridae
sp|P0DSP6|PG125_VAR67,Poxviridae
sp|P0DSP7|UNG_VAR67,Poxviridae
sp|P0DSP9|VTF3S_VAR67,Poxviridae
sp|P0DSQ1|PG036_VAR67,Poxviridae
sp|P0DSQ3|PG140_VAR67,Poxviridae
sp|P0DSQ5|MCES_VAR67,Poxviridae
sp|P0DSQ9|D3_VAR67,Poxviridae
sp|P0DSR1|PG132_VAR67,Poxviridae
sp|P0DSR3|RAP94_VAR67,Poxviridae
sp|P0DSR7|PG147_VAR67,Poxviridae
sp|P0DSR9|VITF3_VAR67,Poxviridae
sp|P0DSS1|PG081_VAR67,Poxviridae
sp|P0DSS5|PG089_VAR67,Poxviridae
sp|P0DST5|PG166_VAR67,Poxviridae
sp|P0DSU1|G7_VAR67,Poxviridae
sp|P0DSU7|RP07_VAR67,Poxviridae
sp|P0DSV3|VLTF2_VAR67,Poxviridae
sp|P0DSV9|PG200_VAR67,Poxviridae
sp|P0DSW1|PG139_VAR67,Poxviridae
sp|P0DSW3|SPI2_VAR67,Poxviridae
sp|P0DSW5|PROF_VAR67,Poxviridae
sp|P0DSW7|PG027_VAR67,Poxviridae
sp|P0DSW9|VP8_VAR67,Poxviridae
sp|P0DSX1|PG068_VAR67,Poxviridae
sp|P0DSX3|PG029_VAR67,Poxviridae
sp|P0DSX7|PG155_VAR67,Poxviridae
sp|P0DSX9|RP18_VAR67,Poxviridae
sp|P0DSY3|GLRX2_VAR67,Poxviridae
sp|P0DSY5|PG172_VAR67,Poxviridae
sp|P0DSY7|PG070_VAR67,Poxviridae
sp|P0DSY9|PG107_VAR67,Poxviridae
sp|P0DSZ1|PG097_VAR67,Poxviridae
sp|P0DSZ3|PG053_VAR67,Poxviridae
sp|P0DTA0|PG160_VAR67,Poxviridae
sp|P0DTA1|SODL_VAR67,Poxviridae
sp|P0DTP6|PG148_VAR67,Poxviridae
sp|P32990|VLTF1_VAR67,Poxviridae
sp|P32999|PG077_VAR67,Poxviridae
sp|P33004|PG100_VAR67,Poxviridae
sp|P33054|RP22_VAR67,Poxviridae
sp|P33055|PG104_VAR67,Poxviridae
sp|P33062|PG110_VAR67,Poxviridae
sp|P33812|RP35_VAR67,Poxviridae
sp|P33816|PG154_VAR67,Poxviridae
sp|P33825|PG037_VAR67,Poxviridae
sp|P33831|PG040_VAR67,Poxviridae
sp|P33842|PG146_VAR67,Poxviridae
sp|P33852|PG164_VAR67,Poxviridae
sp|P33854|PG170_VAR67,Poxviridae
sp|P33862|PG064_VAR67,Poxviridae
sp|P33865|PG049_VAR67,Poxviridae
sp|P33871|PG056_VAR67,Poxviridae
sp|P33876|PG176_VAR67,Poxviridae
sp|P34010|PG074_VAR67,Poxviridae
sp|P34011|ATI_VAR67,Poxviridae
sp|P34012|PG031_VAR67,Poxviridae
sp|P34016|PG001_VAR67,Poxviridae
sp|P34018|PG035_VAR67,Poxviridae
sp|Q07032|PG128_VAR67,Poxviridae
sp|Q89186|A40_VAR67,Poxviridae
sp|Q89489|PG153_VAR67,Poxviridae
sp|P0DON3|PG058_VAR67,Poxviridae
sp|P0DOO9|A47_VAR67,Poxviridae
sp|P0DOP5|PG055_VAR67,Poxviridae
sp|P0DOQ1|PG051_VAR67,Poxviridae
sp|P0DOR7|PG060_VAR67,Poxviridae
sp|P0DOR9|PG050_VAR67,Poxviridae
sp|P0DOS3|PG159_VAR67,Poxviridae
sp|P0DOT1|B17_VAR67,Poxviridae
sp|P0DSQ7|A49_VAR67,Poxviridae
sp|P0DSR5|VB18_VAR67,Poxviridae
sp|P0DSS9|PG189_VAR67,Poxviridae
sp|P0DST9|PG073_VAR67,Poxviridae
sp|P0DSU3|PG181_VAR67,Poxviridae
sp|P0DSU9|PG061_VAR67,Poxviridae
sp|P0DTP8|PG039_VAR67,Poxviridae
sp|P33794|3BHST_VAR67,Poxviridae
sp|P33859|PG034_VAR67,Poxviridae
sp|P33861|C10_VAR67,Poxviridae
sp|P33864|PG069_VAR67,Poxviridae
sp|P33868|PG052_VAR67,Poxviridae
sp|Q76QZ8|SEMA_VAR67,Poxviridae
sp|Q76QZ9|A37_VAR67,Poxviridae
sp|Q89183|A375_VAR67,Poxviridae
sp|Q89485|A35_VAR67,Poxviridae
sp|P20979|MCEL_VACCC,Poxviridae
sp|P20505|PG187_VACCC,Poxviridae
sp|P20540|PG095_VACCC,Poxviridae
sp|P20638|PG057_VACCC,Poxviridae
sp|P20993|PG143_VACCC,Poxviridae
sp|P21030|PG094_VACCC,Poxviridae
sp|P21082|RP30_VACCC,Poxviridae
sp|P68592|PG144_VACCC,Poxviridae
sp|P68639|VCP_VACCC,Poxviridae
sp|P0CK28|PG141_VACCC,Poxviridae
sp|P20492|DNLI_VACCC,Poxviridae
sp|P20493|RIR2_VACCC,Poxviridae
sp|P20494|VGF_VACCC,Poxviridae
sp|P20495|DUSP_VACCC,Poxviridae
sp|P20497|PG108_VACCC,Poxviridae
sp|P20502|NPH2_VACCC,Poxviridae
sp|P20503|RIR1_VACCC,Poxviridae
sp|P20508|CAHH_VACCC,Poxviridae
sp|P20509|DPOL_VACCC,Poxviridae
sp|P20534|PG145_VACCC,Poxviridae
sp|P20536|UNG_VACCC,Poxviridae
sp|P20632|PG039_VACCC,Poxviridae
sp|P20634|ETF1_VACCC,Poxviridae
sp|P20637|NTP1_VACCC,Poxviridae
sp|P20639|PG041_VACCC,Poxviridae
sp|P20978|HEMA_VACCC,Poxviridae
sp|P20985|PG132_VACCC,Poxviridae
sp|P20987|PG135_VACCC,Poxviridae
sp|P20990|PG139_VACCC,Poxviridae
sp|P20999|POXIN_VACCC,Poxviridae
sp|P21010|PG117_VACCC,Poxviridae
sp|P21011|PG121_VACCC,Poxviridae
sp|P21012|PG122_VACCC,Poxviridae
sp|P21033|MCE_VACCC,Poxviridae
sp|P21034|RP18_VACCC,Poxviridae
sp|P21046|PG067_VACCC,Poxviridae
sp|P21050|PG072_VACCC,Poxviridae
sp|P21057|PG162_VACCC,Poxviridae
sp|P21062|SEMA_VACCC,Poxviridae
sp|P21077|PG204_VACCC,Poxviridae
sp|P21079|PAP1_VACCC,Poxviridae
sp|P21081|PG065_VACCC,Poxviridae
sp|P21095|VPK2_VACCC,Poxviridae
sp|P21097|3BHS_VACCC,Poxviridae
sp|P21115|PG190_VACCC,Poxviridae
sp|P68318|VLTF3_VACCC,Poxviridae
sp|P68447|PG069_VACCC,Poxviridae
sp|P68564|KITH_VACCC,Poxviridae
sp|P68610|RP19_VACCC,Poxviridae
sp|P68616|PG161_VACCC,Poxviridae
sp|P68622|PG099_VACCC,Poxviridae
sp|P68634|DUT_VACCC,Poxviridae
sp|P68693|KTHY_VACCC,Poxviridae
sp|P68694|RP132_VACCC,Poxviridae
sp|P68697|TOP1_VACCC,Poxviridae
sp|P0CK20|PG128_VACCC,Poxviridae
sp|P0CK22|PG076_VACCC,Poxviridae
sp|P20496|PG107_VACCC,Poxviridae
sp|P20498|PG077_VACCC,Poxviridae
sp|P20499|PG079_VACCC,Poxviridae
sp|P20500|PG081_VACCC,Poxviridae
sp|P20501|PG083_VACCC,Poxviridae
sp|P20504|RP147_VACCC,Poxviridae
sp|P20531|SPI1_VACCC,Poxviridae
sp|P20532|PG040_VACCC,Poxviridae
sp|P20535|PG154_VACCC,Poxviridae
sp|P20537|PG042_VACCC,Poxviridae
sp|P20538|PG110_VACCC,Poxviridae
sp|P20539|PG112_VACCC,Poxviridae
sp|P20635|ETF2_VACCC,Poxviridae
sp|P20640|PG037_VACCC,Poxviridae
sp|P20641|PG036_VACCC,Poxviridae
sp|P20642|PG136_VACCC,Poxviridae
sp|P20643|PG129_VACCC,Poxviridae
sp|P20843|PG096_VACCC,Poxviridae
sp|P20980|MCES_VACCC,Poxviridae
sp|P20981|VP8_VACCC,Poxviridae
sp|P20982|VLTF2_VACCC,Poxviridae
sp|P20983|PG130_VACCC,Poxviridae
sp|P20986|VTF3S_VACCC,Poxviridae
sp|P20988|PG137_VACCC,Poxviridae
sp|P20989|PG138_VACCC,Poxviridae
sp|P20991|PG140_VACCC,Poxviridae
sp|P20992|PG142_VACCC,Poxviridae
sp|P20994|PG146_VACCC,Poxviridae
sp|P20995|PG148_VACCC,Poxviridae
sp|P20996|PG147_VACCC,Poxviridae
sp|P20997|RUVV_VACCC,Poxviridae
sp|P20998|VITF3_VACCC,Poxviridae
sp|P21004|PG193_VACCC,Poxviridae
sp|P21007|PG197_VACCC,Poxviridae
sp|P21008|PG114_VACCC,Poxviridae
sp|P21009|PG115_VACCC,Poxviridae
sp|P21013|PG047_VACCC,Poxviridae
sp|P21014|PG049_VACCC,Poxviridae
sp|P21016|PG051_VACCC,Poxviridae
sp|P21022|PG085_VACCC,Poxviridae
sp|P21026|PG089_VACCC,Poxviridae
sp|P21027|PG091_VACCC,Poxviridae
sp|P21028|G7_VACCC,Poxviridae
sp|P21031|PG097_VACCC,Poxviridae
sp|P21032|PG100_VACCC,Poxviridae
sp|P21038|PG031_VACCC,Poxviridae
sp|P21040|PG029_VACCC,Poxviridae
sp|P21042|PG025_VACCC,Poxviridae
sp|P21047|PG068_VACCC,Poxviridae
